Rank,Name,Team,ByeWeek,Age,Position,PositionRank,Week1ADP,Week2ADP,Week3ADP,HighestADP,LowestADP,AverageDraftPositionPPR
39,Mike Evans,TB,9,29,WR,WR14,26.1,26.1,26.1,22.5,28.8,38.2
40,Myles Gaskin,MIA,14,25,RB,RB21,273,273,273,112.7,307,39.2
41,Amari Cooper,DAL,7,28,WR,WR15,83.8,83.8,83.8,44.8,84.2,39.4
42,Kyle Pitts,ATL,6,22,TE,TE4,31.6,31.6,31.6,31.2,37.8,40.1
43,Kyler Murray,ARI,12,25,QB,QB3,62.1,62.1,62.1,36.8,62.1,41.7
44,Mike Davis,ATL,6,29,RB,RB22,241,241,241,150,278,42.2
45,Gus Edwards,BAL,8,27,RB,RB23,229,229,229,136.9,241,43.2
46,Cooper Kupp,LAR,11,29,WR,WR16,5.8,5.8,5.8,3.1,5.8,44
47,Diontae Johnson,PIT,7,26,WR,WR17,43.5,43.5,43.5,33.7,44.5,44.8
48,Chris Godwin,TB,9,26,WR,WR18,56.7,56.7,56.7,41.7,56.7,46.8
49,Darrell Henderson Jr.,LAR,11,25,RB,RB24,113.6,113.6,113.6,94.2,115.6,47.8
50,Tyler Lockett,SEA,9,30,WR,WR19,110.6,110.6,110.6,40.9,167,48.7
51,Lamar Jackson,BAL,8,25,QB,QB4,51.5,51.5,51.5,48.1,54.3,50.1
52,Julio Jones,TEN,13,33,WR,WR20,121,121,121,50.3,152.5,50.3
53,Mark Andrews,BAL,8,27,TE,TE5,25.9,25.9,25.9,19,26,50.6
54,Javonte Williams,DEN,11,22,RB,RB25,19.8,19.8,19.8,12.2,21.4,51.7
55,Damien Harris,NE,14,25,RB,RB26,59.4,59.4,59.4,41.2,59.9,52.4
56,Adam Thielen,MIN,7,32,WR,WR21,63.9,63.9,63.9,55.7,63.9,53.9
57,Aaron Rodgers,GB,13,39,QB,QB5,77.9,77.9,77.9,62.1,80.2,54.1
58,Brandon Aiyuk,SF,6,24,WR,WR22,90.2,90.2,90.2,62.1,100.3,54.5
59,T.J. Hockenson,DET,9,25,TE,TE6,119.6,119.6,119.6,57.6,130.6,55.4
60,Raheem Mostert,SF,6,30,RB,RB27,101.9,101.9,101.9,101.9,112.4,57.5
61,DJ Moore,CAR,13,25,WR,WR23,36.1,36.1,36.1,35.9,53.9,59.1
62,Kareem Hunt,CLE,13,27,RB,RB28,69.2,69.2,69.2,65.1,75.5,59.7
63,Tee Higgins,CIN,10,23,WR,WR24,32.4,32.4,32.4,29.8,35.8,60.1
64,Chase Edmonds,ARI,12,26,RB,RB29,70.1,70.1,70.1,69.6,98.7,62.3
65,Jerry Jeudy,DEN,11,23,WR,WR25,61.2,61.2,61.2,60.2,81.3,63.1
66,Dak Prescott,DAL,7,29,QB,QB6,84.8,84.8,84.8,78.4,89.3,64.3
67,Chase Claypool,PIT,7,24,WR,WR26,131.2,131.2,131.2,74.3,133.7,65.5
68,Logan Thomas,WAS,9,31,TE,TE7,337,337,337,110.2,359,65.7
69,Russell Wilson,SEA,9,34,QB,QB7,72,72,72,71.7,91.5,66.3
70,Odell Beckham Jr.,CLE,13,30,WR,WR27,null,null,null,null,null,68.7
71,Trey Sermon,SF,6,23,RB,RB30,286,286,286,116.8,289,68.8
72,Justin Herbert,LAC,7,24,QB,QB8,33.2,33.2,33.2,30.3,44.6,70.1
73,Melvin Gordon III,DEN,11,29,RB,RB31,84.4,84.4,84.4,78.6,89.1,71.6
74,Antonio Brown,TB,9,34,WR,WR28,null,null,null,null,null,72.5
75,Robbie Anderson,CAR,13,29,WR,WR29,166,166,166,134.7,201,74.9
75,DeVonta Smith,PHI,14,24,WR,WR30,85,85,85,63.7,86.6,74.9
77,Tom Brady,TB,9,45,QB,QB9,86.7,86.7,86.7,85.5,141.9,75.2
78,Michael Thomas,NO,6,29,WR,WR31,52.2,52.2,52.2,37.8,54,75.4
79,Laviska Shenault Jr.,JAX,7,24,WR,WR32,198,198,198,167.1,224,76.9
80,Noah Fant,DEN,11,25,TE,TE8,307,307,307,125.5,324,77.9
81,Michael Carter,NYJ,6,23,RB,RB32,111.6,111.6,111.6,66.9,116.5,78.1
82,Marquez Callaway,NO,6,24,WR,WR33,221,221,221,197,247,79.3
83,Ronald Jones,TB,9,25,RB,RB33,248,248,248,99.4,252,80
84,AJ Dillon,GB,13,24,RB,RB34,48.4,48.4,48.4,48.4,60.1,81.5
85,Robert Tonyan,GB,13,28,TE,TE9,145.3,145.3,145.3,141.2,151.7,83.8
86,Sony Michel,LAR,11,27,RB,RB35,230,230,230,83.9,242,83.9
87,JuJu Smith-Schuster,PIT,7,26,WR,WR34,75.4,75.4,75.4,74.6,117.4,84.7
88,Courtland Sutton,DEN,11,27,WR,WR35,45.1,45.1,45.1,45.1,89,85.5
89,Tyler Higbee,LAR,11,29,TE,TE10,305,305,305,138,309,87.1
90,Matthew Stafford,LAR,11,34,QB,QB10,91.7,91.7,91.7,70.7,91.7,87.2
91,Ja'Marr Chase,CIN,10,22,WR,WR36,8.8,8.8,8.8,7.9,13.1,87.4
92,Zack Moss,BUF,7,25,RB,RB36,257,257,257,128.7,295,88.1
92,Jamaal Williams,DET,9,27,RB,RB37,120.5,120.5,120.5,119.1,134,88.1
94,Corey Davis,NYJ,6,27,WR,WR37,171,171,171,105.4,202,88.3
95,Devin Singletary,BUF,7,25,RB,RB38,71.7,71.7,71.7,67.7,89.4,91.6
96,Deebo Samuel,SF,6,26,WR,WR38,19.6,19.6,19.6,13.9,19.6,92.7
97,Ryan Tannehill,TEN,13,34,QB,QB11,215,215,215,111.8,238,94.7
98,Jalen Hurts,PHI,14,24,QB,QB12,56,56,56,55.7,83.9,94.8
99,Tyler Boyd,CIN,10,28,WR,WR39,121.3,121.3,121.3,117.2,135.6,96.3
100,Michael Pittman Jr.,IND,14,25,WR,WR40,24.7,24.7,24.7,24.7,63.6,97.3
101,Kenny Golladay,NYG,10,29,WR,WR41,163,163,163,135.3,175.1,97.6
102,James Conner,ARI,12,27,RB,RB39,27.9,27.9,27.9,27.9,52.5,97.9
103,Leonard Fournette,TB,9,27,RB,RB40,21.8,21.8,21.8,21.8,49.4,98.9
104,Jaylen Waddle,MIA,14,24,WR,WR42,46.5,46.5,46.5,38.1,47.7,100.7
105,Kenyan Drake,LV,8,28,RB,RB41,226,226,226,156.2,860,101.6
106,Dallas Goedert,PHI,14,27,TE,TE11,75.3,75.3,75.3,61.9,80.2,102.2
107,Brandin Cooks,HOU,10,29,WR,WR43,57.9,57.9,57.9,55.3,58.3,103
108,Phillip Lindsay,HOU,10,28,RB,RB42,240,240,240,103.4,1111,103.4
109,Jakobi Meyers,NE,14,26,WR,WR44,149.4,149.4,149.4,127.8,161,103.6
110,Pittsburgh Steelers,PIT,7,null,DST,DST1,147,147,147,137.4,170,104.5
111,Mike Gesicki,MIA,14,27,TE,TE12,113.1,113.1,113.1,95.7,304,106.1
112,Nyheim Hines,IND,14,26,RB,RB43,94.4,94.4,94.4,93.5,135.9,106.4
113,Mecole Hardman,KC,12,24,WR,WR45,168,168,168,148.3,171,108.8
114,Darnell Mooney,CHI,10,25,WR,WR46,68.1,68.1,68.1,64.6,77,109.6
114,Los Angeles Rams,LAR,11,null,DST,DST2,129.8,129.8,129.8,123.5,151.1,109.6
116,Joe Burrow,CIN,10,26,QB,QB13,46.8,46.8,46.8,42.6,65.8,113.4
117,Tampa Bay Buccaneers,TB,9,null,DST,DST3,138.9,138.9,138.9,123,150.2,113.7
118,DJ Chark,JAX,7,26,WR,WR47,164,164,164,91.8,167,117.4
119,Jonnu Smith,NE,14,27,TE,TE13,382,382,382,361,410,118.4
120,Rhamondre Stevenson,NE,14,24,RB,RB44,77.1,77.1,77.1,76,129.2,119.4
121,Mike Williams,LAC,7,28,WR,WR48,39.7,39.7,39.7,39.6,76,119.7
121,J.D. McKissic,WAS,9,29,RB,RB45,108.6,108.6,108.6,108.3,122.2,119.7
123,James White,NE,14,30,RB,RB46,666,666,666,136.4,725,121.3
124,Jarvis Landry,CLE,13,30,WR,WR49,165,165,165,111,176.2,121.4
125,Tennessee Titans,TEN,13,null,DST,DST4,164.6,164.6,164.6,155.8,186,122.3
126,Trey Lance,SF,6,22,QB,QB14,99.1,99.1,99.1,92.9,106,122.8
126,Giovani Bernard,TB,9,31,RB,RB47,288,288,288,140.1,298,122.8
128,Washington Commanders,WAS,9,null,DST,DST5,160.5,160.5,160.5,151.6,171.6,124.1
129,Elijah Moore,NYJ,6,22,WR,WR50,87.9,87.9,87.9,51.1,89.3,124.6
130,Tevin Coleman,NYJ,6,29,RB,RB48,665,665,665,269,726,126.2
131,Justin Fields,CHI,10,23,QB,QB15,141.8,141.8,141.8,105.5,223,126.8
132,Marvin Jones Jr.,JAX,7,32,WR,WR51,162,162,162,158.7,200,128.4
133,Baltimore Ravens,BAL,8,null,DST,DST6,158.5,158.5,158.5,151.8,193.1,130
134,William Fuller V,MIA,14,28,WR,WR52,null,null,null,null,null,130.1
135,Rob Gronkowski,TB,9,33,TE,TE14,null,null,null,null,null,132
136,Henry Ruggs III,LV,8,23,WR,WR53,null,null,null,null,null,132.2
137,Trevor Lawrence,JAX,7,23,QB,QB16,142.7,142.7,142.7,132.4,225,133.1
138,San Francisco 49ers,SF,6,null,DST,DST7,140.9,140.9,140.9,137.3,153.1,133.9
139,Russell Gage,ATL,6,26,WR,WR54,155.7,155.7,155.7,106.1,162,134.3
140,Harrison Butker,KC,12,27,K,K1,140.1,140.1,140.1,140.1,455,135.2
141,Justin Tucker,BAL,8,33,K,K2,135.9,135.9,135.9,135.3,157,138.4
142,Indianapolis Colts,IND,14,null,DST,DST8,148.4,148.4,148.4,136.4,173.4,139.2
143,Younghoe Koo,ATL,6,28,K,K3,152.1,152.1,152.1,133.8,473,141.7
144,New England Patriots,NE,14,null,DST,DST9,164.6,164.6,164.6,155,194.2,142.7
145,Tony Jones Jr.,NO,6,25,RB,RB49,306,306,306,263,321,144.5
146,Denver Broncos,DEN,11,null,DST,DST10,161.5,161.5,161.5,156.9,184.7,145.8
147,Buffalo Bills,BUF,7,null,DST,DST11,117.3,117.3,117.3,111.9,139,150.8
147,Gerald Everett,SEA,9,28,TE,TE15,310,310,310,153.2,329,150.8
149,Seattle Seahawks,SEA,9,null,DST,DST12,178,178,178,178,178,151.7
150,Michael Gallup,DAL,7,26,WR,WR55,119,119,119,101.7,121.4,152
151,Curtis Samuel,WAS,9,26,WR,WR56,178,178,178,178,208,153
152,DeVante Parker,MIA,14,29,WR,WR57,135.1,135.1,135.1,105.3,135.1,154
153,Marquise Brown,BAL,8,25,WR,WR58,68,68,68,65.6,84.9,155
154,Tyrell Williams,DET,9,30,WR,WR59,null,null,null,null,null,156
155,Sterling Shepard,NYG,10,29,WR,WR60,172,172,172,134.5,207,157
155,Dallas Cowboys,DAL,7,null,DST,DST13,161,161,161,151.8,182,157
157,Rondale Moore,ARI,12,22,WR,WR61,144.8,144.8,144.8,134.9,162.3,158
158,Cole Beasley,BUF,7,33,WR,WR62,null,null,null,null,null,159
159,Emmanuel Sanders,BUF,7,35,WR,WR63,null,null,null,null,null,160
160,Nelson Agholor,NE,14,29,WR,WR64,199,199,199,199,243,161
161,Terrace Marshall Jr.,CAR,13,22,WR,WR65,206,206,206,199,228,162
162,Jalen Reagor,PHI,14,23,WR,WR66,303,303,303,270,338,163
163,Tre'Quan Smith,NO,6,26,WR,WR67,317,317,317,271,336,164
164,Bryan Edwards,LV,8,24,WR,WR68,187,187,187,162.4,231,165
165,Cleveland Browns,CLE,13,null,DST,DST14,169.5,169.5,169.5,158.9,176.8,165.6
166,Gabe Davis,BUF,7,23,WR,WR69,63.8,63.8,63.8,62.9,96.8,166
167,Miami Dolphins,MIA,14,null,DST,DST15,158.9,158.9,158.9,148.1,173,166.2
168,A.J. Green,ARI,12,34,WR,WR70,192,192,192,144.1,219,167
169,Randall Cobb,GB,13,32,WR,WR71,185,185,185,151.1,215,168
170,Carolina Panthers,CAR,13,null,DST,DST16,163.5,163.5,163.5,150.5,181,168.7
171,Parris Campbell,IND,14,25,WR,WR72,182,182,182,154.6,218,169
172,Jamison Crowder,NYJ,6,29,WR,WR73,190,190,190,157.8,220,170
173,Green Bay Packers,GB,13,null,DST,DST17,143.8,143.8,143.8,143.8,177,170.2
174,Atlanta Falcons,ATL,6,null,DST,DST18,187,187,187,187,187,170.7
175,Nico Collins,HOU,10,23,WR,WR74,158,158,158,153.8,205,171
176,Amon-Ra St. Brown,DET,9,23,WR,WR75,72.9,72.9,72.9,72.2,101.2,172
177,Chicago Bears,CHI,10,null,DST,DST19,159.4,159.4,159.4,143,179,173
177,Van Jefferson,LAR,11,26,WR,WR76,174,174,174,102.7,194.1,173
179,Kansas City Chiefs,KC,12,null,DST,DST20,151.3,151.3,151.3,151.3,174,173.2
180,Darius Slayton,NYG,10,25,WR,WR77,223,223,223,200,244,174
181,Jacksonville Jaguars,JAX,7,null,DST,DST21,192,192,192,192,192,174.4
182,Hunter Renfrow,LV,8,26,WR,WR78,71.4,71.4,71.4,62.3,73.1,175
183,Sammy Watkins,BAL,8,29,WR,WR79,195,195,195,155.4,212,176
184,Philadelphia Eagles,PHI,14,null,DST,DST22,160.7,160.7,160.7,150.2,191.7,177
184,Christian Kirk,ARI,12,26,WR,WR80,96.2,96.2,96.2,95.7,119.6,177
186,New York Jets,NYJ,6,null,DST,DST23,130.8,130.8,130.8,130.8,188,178
186,Marquez Valdes-Scantling,GB,13,28,WR,WR81,130.2,130.2,130.2,127.3,158.1,178
188,Quintez Cephus,DET,9,24,WR,WR82,258,258,258,229,286,179
189,Tony Pollard,DAL,7,25,RB,RB50,69.9,69.9,69.9,64.5,87.5,180
189,Detroit Lions,DET,9,null,DST,DST24,148.9,148.9,148.9,143.5,189,180
191,David Johnson,HOU,10,31,RB,RB51,null,null,null,null,null,181
191,Houston Texans,HOU,10,null,DST,DST25,193,193,193,193,193,181
193,Cincinnati Bengals,CIN,10,null,DST,DST26,165.2,165.2,165.2,153.2,191,182
193,Zach Pascal,IND,14,27,WR,WR83,278,278,278,241,293,182
195,Las Vegas Raiders,LV,8,null,DST,DST27,190,190,190,190,190,183
195,Demarcus Robinson,KC,12,28,WR,WR84,253,253,253,217,269,183
197,Joshua Palmer,LAC,7,23,WR,WR85,170,170,170,161.2,208,184
198,Keelan Cole,NYJ,6,29,WR,WR86,838,838,838,185,986,185
199,KJ Hamler,DEN,11,23,WR,WR87,175,175,175,147,243,186
200,Byron Pringle,KC,12,29,WR,WR88,197,197,197,189,222,187
201,Donovan Peoples-Jones,CLE,13,23,WR,WR89,173,173,173,173,209,188
202,Dee Eskridge,SEA,9,25,WR,WR90,219,219,219,211,248,189
203,New Orleans Saints,NO,6,null,DST,DST28,156.8,156.8,156.8,139.2,184.4,189.7
204,DeSean Jackson,LAR,11,36,WR,WR91,null,null,null,null,null,190
205,New York Giants,NYG,10,null,DST,DST29,180,180,180,180,180,190.6
206,Chris Conley,HOU,10,30,WR,WR92,217,217,217,196,727,191
207,Arizona Cardinals,ARI,12,null,DST,DST30,165.6,165.6,165.6,154.9,165.6,191.6
208,Anthony Miller,HOU,10,28,WR,WR93,null,null,null,null,null,192
209,Minnesota Vikings,MIN,7,null,DST,DST31,156.7,156.7,156.7,146.1,184,192.4
210,Kendrick Bourne,NE,14,27,WR,WR94,184,184,184,181,212,193
211,Jalen Guyton,LAC,7,25,WR,WR95,218,218,218,207,242,194
212,Quez Watkins,PHI,14,24,WR,WR96,200,200,200,200,285,195
213,Los Angeles Chargers,LAC,7,null,DST,DST32,145.7,145.7,145.7,145.7,183.5,195.6
214,Alexander Mattison,MIN,7,24,RB,RB52,128.9,128.9,128.9,90.5,138.5,196
215,Allen Lazard,GB,13,27,WR,WR97,90.7,90.7,90.7,89.5,160.2,197
216,Josh Reynolds,TEN,13,27,WR,WR98,244,244,244,198,263,198
217,Ty'Son Williams,BAL,8,26,RB,RB53,664,664,664,340,694,199
218,Denzel Mims,NYJ,6,25,WR,WR99,322,322,322,244,350,200
219,Kalif Raymond,DET,9,28,WR,WR100,260,260,260,236,332,201
220,Deonte Harty,NO,6,25,WR,WR101,246,246,246,204,315,202
221,Kadarius Toney,NYG,10,23,WR,WR102,105.4,105.4,105.4,102.1,126.7,203
222,James Washington,PIT,7,26,WR,WR103,null,null,null,null,null,204
223,Olamide Zaccheaus,ATL,6,25,WR,WR104,201,201,201,201,227,205
224,Rashard Higgins,CLE,13,28,WR,WR105,236,236,236,220,317,206
225,Damien Williams,CHI,10,30,RB,RB54,202,202,202,158.8,234,207
226,Malcolm Brown,MIA,14,29,RB,RB55,1948,1948,1948,208,1948,208
227,Dyami Brown,WAS,9,23,WR,WR106,292,292,292,256,331,209
228,Tim Patrick,DEN,11,29,WR,WR107,null,null,null,null,null,210
229,Matt Ryan,ATL,6,37,QB,QB17,132,132,132,132,150.8,211
230,Auden Tate,CIN,10,25,WR,WR108,334,334,334,269,1144,212
231,Darrel Williams,KC,12,27,RB,RB56,208,208,208,131.2,225,213
232,Tua Tagovailoa,MIA,14,24,QB,QB18,121.2,121.2,121.2,114.3,134.4,214
233,Adam Humphries,WAS,9,29,WR,WR109,null,null,null,null,null,215
234,Baker Mayfield,CLE,13,27,QB,QB19,232,232,232,159.9,324,216
235,Breshad Perriman,CHI,10,29,WR,WR110,313,313,313,227,319,217
236,Carlos Hyde,JAX,7,32,RB,RB57,null,null,null,null,null,218
237,Damiere Byrd,CHI,10,29,WR,WR111,328,328,328,243,334,219
238,Kirk Cousins,MIN,7,34,QB,QB20,107.8,107.8,107.8,106.9,125.6,220
239,Ryan Fitzpatrick,WAS,9,40,QB,QB21,null,null,null,null,null,221
240,Derek Carr,LV,8,31,QB,QB22,102.6,102.6,102.6,99.4,130.9,222
241,Tyron Johnson,JAX,7,26,WR,WR112,341,341,341,295,389,223
242,Rashaad Penny,SEA,9,26,RB,RB58,63,63,63,62.9,68.6,224
243,Daniel Jones,NYG,10,25,QB,QB23,220,220,220,161.7,245,225
244,Ben Roethlisberger,PIT,7,40,QB,QB24,null,null,null,null,null,226
245,Jameis Winston,NO,6,28,QB,QB25,148.1,148.1,148.1,148.1,165.5,227
246,Wayne Gallman,ATL,6,28,RB,RB59,null,null,null,null,null,228
247,Zach Wilson,NYJ,6,23,QB,QB26,235,235,235,156,253,229
248,Sam Darnold,CAR,13,25,QB,QB27,null,null,null,null,null,230
249,Tutu Atwell,LAR,11,23,WR,WR113,272,272,272,216,294,231
250,Mark Ingram II,HOU,10,32,RB,RB60,188,188,188,119.4,191,232
251,Ty Johnson,NYJ,6,25,RB,RB61,308,308,308,162.1,388,233
252,Salvon Ahmed,MIA,14,23,RB,RB62,378,378,378,316,416,234
253,Mac Jones,NE,14,24,QB,QB28,222,222,222,108.3,240,235
254,Cordarrelle Patterson,ATL,6,31,RB,RB63,91.8,91.8,91.8,88.8,96.5,236
255,Carson Wentz,IND,14,29,QB,QB29,225,225,225,151.1,249,237
256,Boston Scott,PHI,14,27,RB,RB64,216,216,216,151.9,239,238
257,Justin Jackson,LAC,7,26,RB,RB65,274,274,274,239,300,239
258,Jared Goff,DET,9,28,QB,QB30,227,227,227,156.8,250,240
259,Chuba Hubbard,CAR,13,23,RB,RB66,125,125,125,109.6,225,241
260,Marquise Goodwin,CHI,10,32,WR,WR114,304,304,304,242,425,242
261,Tarik Cohen,CHI,10,27,RB,RB67,null,null,null,null,null,243
262,Devontae Booker,NYG,10,30,RB,RB68,null,null,null,null,null,244
263,Albert Wilson,MIA,14,30,WR,WR115,859,859,859,245,859,245
264,Keke Coutee,IND,14,25,WR,WR116,282,282,282,257,622,246
265,Mohamed Sanu,SF,6,33,WR,WR117,1956,1956,1956,247,1956,247
266,Teddy Bridgewater,DEN,11,30,QB,QB31,513,513,513,397,560,248
267,Jerick McKinnon,KC,12,30,RB,RB69,210,210,210,158,249,249
268,Scotty Miller,TB,9,25,WR,WR118,360,360,360,298,403,250
269,Amari Rodgers,GB,13,23,WR,WR119,250,250,250,209,266,251
270,Travis Fulgham,PHI,14,27,WR,WR120,433,433,433,433,728,252
271,Kenneth Gainwell,PHI,14,23,RB,RB70,106.5,106.5,106.5,105.8,139.1,253
272,Marlon Mack,IND,14,26,RB,RB71,771,771,771,115.8,771,254
273,Cam Sims,WAS,9,26,WR,WR121,326,326,326,273,389,255
274,Preston Williams,MIA,14,25,WR,WR122,284,284,284,284,1268,256
275,Isaiah McKenzie,BUF,7,27,WR,WR123,152.6,152.6,152.6,152.6,233,257
276,Samaje Perine,CIN,10,27,RB,RB72,203,203,203,154,234,258
277,Danny Amendola,HOU,10,37,WR,WR124,null,null,null,null,null,259
278,Joshua Kelley,LAC,7,25,RB,RB73,280,280,280,151.6,343,260
279,Collin Johnson,NYG,10,25,WR,WR125,null,null,null,null,null,261
280,Greg Ward,PHI,14,27,WR,WR126,null,null,null,null,null,262
281,Kyle Juszczyk,SF,6,31,FB,RB74,252,252,252,224,305,263
282,Phillip Dorsett,JAX,7,29,WR,WR127,212,212,212,212,303,264
283,Jeff Wilson Jr.,SF,6,27,RB,RB75,233,233,233,167,321,265
284,Isaiah Coulter,CHI,10,24,WR,WR128,459,459,459,396,789,266
285,Willie Snead IV,LV,8,30,WR,WR129,701,701,701,624,771,267
286,Freddie Swain,SEA,9,24,WR,WR130,211,211,211,211,297,268
287,Shi Smith,CAR,13,24,WR,WR131,338,338,338,338,536,269
288,Zay Jones,LV,8,27,WR,WR132,179,179,179,179,216,270
289,Dez Fitzpatrick,TEN,13,24,WR,WR133,269,269,269,248,323,271
290,Larry Rountree III,LAC,7,24,RB,RB76,413,413,413,286,419,272
291,Tyrod Taylor,HOU,10,33,QB,QB32,468,468,468,385,509,273
292,Jamal Agnew,JAX,7,27,WR,WR134,265,265,265,247,333,274
293,Jaret Patterson,WAS,9,22,RB,RB77,353,353,353,236,358,275
294,Dede Westbrook,MIN,7,29,WR,WR135,null,null,null,null,null,276
295,David Moore,LV,8,27,WR,WR136,null,null,null,null,null,277
296,Cedrick Wilson Jr.,DAL,7,27,WR,WR137,180,180,180,180,210,278
297,DeeJay Dallas,SEA,9,24,RB,RB78,321,321,321,278,416,279
298,KeeSean Johnson,PHI,14,26,WR,WR138,702,702,702,454,1215,280
299,Jake Funk,LAR,11,24,RB,RB79,361,361,361,346,405,281
300,Anthony Schwartz,CLE,13,22,WR,WR139,243,243,243,208,258,282
301,Tyler Johnson,TB,9,24,WR,WR140,276,276,276,236,319,283
302,Royce Freeman,CAR,13,26,RB,RB80,325,325,325,270,352,284
303,Matt Breida,BUF,7,27,RB,RB81,234,234,234,144.4,269,285
304,Rex Burkhead,HOU,10,32,RB,RB82,193,193,193,159.5,237,286
305,Jalen Hurd,SF,6,26,WR,WR141,null,null,null,null,null,287
306,Deshaun Watson,HOU,10,27,QB,QB33,297,297,297,98.2,300,288
307,Trayveon Williams,CIN,10,25,RB,RB83,410,410,410,393,447,289
308,Benny Snell Jr.,PIT,7,24,RB,RB84,291,291,291,245,325,290
309,Tylan Wallace,BAL,8,23,WR,WR142,314,314,314,223,320,291
310,Jermar Jefferson,DET,9,22,RB,RB85,327,327,327,304,398,292
311,Devin Duvernay,BAL,8,25,WR,WR143,186,186,186,186,217,293
312,Elijah Mitchell,SF,6,24,RB,RB86,42.3,42.3,42.3,32.7,44.1,294
313,Marcus Kemp,KC,12,27,WR,WR144,1950,1950,1950,295,1950,295
314,Penny Hart,SEA,9,26,WR,WR145,375,375,375,340,628,296
315,Dare Ogunbowale,JAX,7,28,RB,RB87,287,287,287,287,337,297
316,Chester Rogers,TEN,13,28,WR,WR146,1961,1961,1961,238,1961,298
317,Andy Isabella,ARI,12,26,WR,WR147,388,388,388,298,485,299
318,K.J. Osborn,MIN,7,25,WR,WR148,167,167,167,155.3,199,300
319,Chris Evans,CIN,10,25,RB,RB88,242,242,242,222,296,301
320,Mike Strachan,IND,14,25,WR,WR149,401,401,401,357,422,302
321,Cameron Batson,TEN,13,26,WR,WR150,465,465,465,303,624,303
