Rank,Name,Team,ByeWeek,Age,Position,PositionRank,Week1ADP,Week2ADP,Week3ADP,HighestADP,LowestADP,AverageDraftPositionPPR
129,Justin Jackson,LAC,12,26,RB,RB48,274,274,274,239,300,119.9
130,Justice Hill,BAL,8,25,RB,RB49,332,332,332,332,435,120.7
131,Golden Tate,NYG,11,34,WR,WR49,null,null,null,null,null,123.3
132,Cleveland Browns,CLE,7,null,DST,DST5,169.5,169.5,169.5,158.9,176.8,126
133,T.J. Hockenson,DET,5,25,TE,TE13,119.6,119.6,119.6,57.6,130.6,126.1
134,Courtland Sutton,DEN,10,27,WR,WR50,45.1,45.1,45.1,45.1,89,126.2
135,Dak Prescott,DAL,8,29,QB,QB18,84.8,84.8,84.8,78.4,89.3,127.2
136,Alexander Mattison,MIN,12,24,RB,RB50,128.9,128.9,128.9,90.5,138.5,127.3
137,Jamison Crowder,NYJ,4,29,WR,WR51,190,190,190,157.8,220,128.8
138,Kirk Cousins,MIN,12,34,QB,QB19,107.8,107.8,107.8,106.9,125.6,130.7
139,Peyton Barber,TB,7,28,RB,RB51,null,null,null,null,null,131.3
140,Tyrell Williams,LV,6,30,WR,WR52,null,null,null,null,null,131.4
141,DK Metcalf,SEA,11,25,WR,WR53,50.9,50.9,50.9,26.9,125.6,131.8
142,Adrian Peterson,WAS,10,37,RB,RB52,null,null,null,null,null,133.1
143,Minnesota Vikings,MIN,12,null,DST,DST6,156.7,156.7,156.7,146.1,184,134
144,Anthony Miller,CHI,6,28,WR,WR54,null,null,null,null,null,134.4
145,John Brown,BUF,6,32,WR,WR55,700,700,700,620,772,136.2
146,Los Angeles Chargers,LAC,12,null,DST,DST7,145.7,145.7,145.7,145.7,183.5,137.4
147,Mecole Hardman,KC,12,24,WR,WR56,168,168,168,148.3,171,137.7
148,Dallas Cowboys,DAL,8,null,DST,DST8,161,161,161,151.8,182,137.9
149,Mitch Trubisky,CHI,6,28,QB,QB20,259,259,259,146.6,318,139.2
150,Mark Andrews,BAL,8,27,TE,TE14,25.9,25.9,25.9,19,26,142.1
151,Dion Lewis,TEN,11,32,RB,RB53,null,null,null,null,null,142.9
152,Greg Zuerlein,LAR,9,34,K,K1,482,482,482,124.9,550,144.3
153,Josh Allen,BUF,6,26,QB,QB21,19.1,19.1,19.1,12.2,22.2,145.8
153,Denver Broncos,DEN,10,null,DST,DST9,161.5,161.5,161.5,156.9,184.7,145.8
155,Keke Coutee,HOU,10,25,WR,WR57,282,282,282,257,622,146.2
156,Jimmy Garoppolo,SF,4,31,QB,QB22,435,435,435,247,474,147.5
157,Greg Olsen,CAR,7,37,TE,TE15,null,null,null,null,null,148.9
158,Justin Tucker,BAL,8,33,K,K2,135.9,135.9,135.9,135.3,157,149.7
159,Damien Harris,NE,10,25,RB,RB54,59.4,59.4,59.4,41.2,59.9,151.4
159,D'Onta Foreman,IND,6,26,RB,RB55,149,149,149,149,256,151.4
161,Harrison Butker,KC,12,27,K,K3,140.1,140.1,140.1,140.1,455,151.6
162,Deebo Samuel,SF,4,26,WR,WR58,19.6,19.6,19.6,13.9,19.6,151.8
162,N'Keal Harry,NE,10,24,WR,WR59,null,null,null,null,null,151.8
164,Carlos Hyde,HOU,10,32,RB,RB56,null,null,null,null,null,151.9
165,Frank Gore,BUF,6,39,RB,RB57,null,null,null,null,null,152.3
166,Trey Burton,CHI,6,31,TE,TE16,null,null,null,null,null,152.4
167,Ito Smith,ATL,9,27,RB,RB58,null,null,null,null,null,154.2
168,Kyle Rudolph,MIN,12,33,TE,TE17,386,386,386,143.6,406,154.9
169,Darren Waller,LV,6,30,TE,TE18,50.2,50.2,50.2,42.4,50.4,155.8
170,Jimmy Graham,GB,11,36,TE,TE19,null,null,null,null,null,156.6
171,Jack Doyle,IND,6,32,TE,TE20,null,null,null,null,null,156.8
172,Ty Montgomery,NYJ,4,29,WR,WR60,290,290,290,160.9,444,157.1
173,Chris Herndon,NYJ,4,26,TE,TE21,1960,1960,1960,358,1960,157.3
174,Derek Carr,LV,6,31,QB,QB23,102.6,102.6,102.6,99.4,130.9,157.4
175,Stephen Gostkowski,NE,10,38,K,K4,null,null,null,null,null,157.5
176,Wil Lutz,NO,9,28,K,K5,467,467,467,156,510,157.6
176,Malcolm Brown,LAR,9,29,RB,RB59,1948,1948,1948,208,1948,157.6
178,Dare Ogunbowale,TB,7,28,RB,RB60,287,287,287,287,337,157.9
179,Dallas Goedert,PHI,10,27,TE,TE22,75.3,75.3,75.3,61.9,80.2,158
179,Jordan Reed,WAS,10,32,TE,TE23,null,null,null,null,null,158
181,Ronald Jones,TB,7,25,RB,RB61,248,248,248,99.4,252,158.1
181,Noah Fant,DEN,10,25,TE,TE24,307,307,307,125.5,324,158.1
181,Philadelphia Eagles,PHI,10,null,DST,DST10,160.7,160.7,160.7,150.2,191.7,158.1
184,Jerick McKinnon,SF,4,30,RB,RB62,210,210,210,158,249,158.5
185,Devin Funchess,IND,6,28,TE,TE25,1866,1866,1866,590,1866,158.8
186,New England Patriots,NE,10,null,DST,DST11,164.6,164.6,164.6,155,194.2,159.1
187,Nyheim Hines,IND,6,26,RB,RB63,94.4,94.4,94.4,93.5,135.9,159.2
188,Giovani Bernard,CIN,9,31,RB,RB64,288,288,288,140.1,298,159.3
189,Cole Beasley,BUF,6,33,WR,WR61,null,null,null,null,null,159.6
189,Andy Isabella,ARI,12,26,WR,WR62,388,388,388,298,485,159.6
191,Pittsburgh Steelers,PIT,7,null,DST,DST12,147,147,147,137.4,170,160.5
192,Mike Davis,CHI,6,29,RB,RB65,241,241,241,150,278,160.6
193,Mohamed Sanu,ATL,9,33,WR,WR63,1956,1956,1956,247,1956,160.7
194,Matthew Stafford,DET,5,34,QB,QB24,91.7,91.7,91.7,70.7,91.7,160.8
194,CJ Anderson,DET,5,31,RB,RB66,null,null,null,null,null,160.8
196,Chris Thompson,WAS,10,32,RB,RB67,null,null,null,null,null,161.3
197,Demaryius Thomas,NE,10,34,WR,WR64,null,null,null,null,null,161.4
198,Kenny Stills,HOU,10,30,WR,WR65,null,null,null,null,null,161.5
199,Tre'Quan Smith,NO,9,26,WR,WR66,317,317,317,271,336,161.6
200,Randall Cobb,DAL,8,32,WR,WR67,185,185,185,151.1,215,161.7
201,Parris Campbell,IND,6,25,WR,WR68,182,182,182,154.6,218,162.3
202,DaeSean Hamilton,DEN,10,27,WR,WR69,814,814,814,323,1088,162.5
203,Seattle Seahawks,SEA,11,null,DST,DST13,178,178,178,178,178,162.7
204,New Orleans Saints,NO,9,null,DST,DST14,156.8,156.8,156.8,139.2,184.4,162.8
205,Ka'imi Fairbairn,HOU,10,28,K,K6,492,492,492,447,537,162.9
206,Marquise Goodwin,SF,4,32,WR,WR70,304,304,304,242,425,163
207,Alfred Morris,DAL,8,34,RB,RB68,null,null,null,null,null,163.1
208,DeVante Parker,MIA,5,29,WR,WR71,135.1,135.1,135.1,105.3,135.1,163.8
209,Marquise Brown,BAL,8,25,WR,WR72,68,68,68,65.6,84.9,163.9
210,Sam Darnold,NYJ,4,25,QB,QB25,null,null,null,null,null,164.2
211,Houston Texans,HOU,10,null,DST,DST15,193,193,193,193,193,165.4
212,Buffalo Bills,BUF,6,null,DST,DST16,117.3,117.3,117.3,111.9,139,165.5
213,Jacoby Brissett,IND,6,30,QB,QB26,266,266,266,242,461,166.4
214,Adam Humphries,TEN,11,29,WR,WR73,null,null,null,null,null,166.9
215,Jake Elliott,PHI,10,27,K,K7,455,455,455,160.5,498,167.2
216,New York Jets,NYJ,4,null,DST,DST17,130.8,130.8,130.8,130.8,188,167.5
217,Michael Badgley,LAC,12,27,K,K8,null,null,null,null,null,168.2
218,Mason Crosby,GB,11,38,K,K9,464,464,464,141.6,506,169.2
219,Tennessee Titans,TEN,11,null,DST,DST18,164.6,164.6,164.6,155.8,186,169.3
220,Indianapolis Colts,IND,6,null,DST,DST19,148.4,148.4,148.4,136.4,173.4,169.7
221,Robbie Gould,SF,4,40,K,K10,462,462,462,149,503,169.8
222,Green Bay Packers,GB,11,null,DST,DST20,143.8,143.8,143.8,143.8,177,170.1
223,Giorgio Tavecchio,ATL,9,32,K,K11,null,null,null,null,null,170.5
224,Jason Myers,SEA,11,31,K,K12,488,488,488,441,527,170.7
225,San Francisco 49ers,SF,4,null,DST,DST21,140.9,140.9,140.9,137.3,153.1,170.8
226,Dan Bailey,MIN,12,34,K,K13,null,null,null,null,null,172
227,Brett Maher,DAL,8,33,K,K14,460,460,460,460,759,172.7
228,Adam Vinatieri,IND,6,49,K,K15,null,null,null,null,null,172.8
229,Matt Prater,DET,5,38,K,K16,452,452,452,153,491,173.8
230,Kansas City Chiefs,KC,12,null,DST,DST22,151.3,151.3,151.3,151.3,174,175
231,Quincy Enunwa,NYJ,4,30,WR,WR74,null,null,null,null,null,176
231,Atlanta Falcons,ATL,9,null,DST,DST23,187,187,187,187,187,176
233,Albert Wilson,MIA,5,30,WR,WR75,859,859,859,245,859,177
233,Miami Dolphins,MIA,5,null,DST,DST24,158.9,158.9,158.9,148.1,173,177
235,Ted Ginn Jr.,NO,9,37,WR,WR76,null,null,null,null,null,178
235,New York Giants,NYG,11,null,DST,DST25,180,180,180,180,180,178
237,Paul Richardson,WAS,10,30,WR,WR77,null,null,null,null,null,179
238,Marqise Lee,JAX,10,31,WR,WR78,null,null,null,null,null,180
239,Arizona Cardinals,ARI,12,null,DST,DST26,165.6,165.6,165.6,154.9,165.6,181
240,Robert Foster,BUF,6,28,WR,WR79,815,815,815,695,1177,182
240,Detroit Lions,DET,5,null,DST,DST27,148.9,148.9,148.9,143.5,189,182
242,Rashard Higgins,CLE,7,28,WR,WR80,236,236,236,220,317,183
242,Las Vegas Raiders,LV,6,null,DST,DST28,190,190,190,190,190,183
244,Washington Commanders,WAS,10,null,DST,DST29,160.5,160.5,160.5,151.6,171.6,184
245,Chris Conley,JAX,10,30,WR,WR81,217,217,217,196,727,185
246,Tampa Bay Buccaneers,TB,7,null,DST,DST30,138.9,138.9,138.9,123,150.2,186
247,Cincinnati Bengals,CIN,9,null,DST,DST31,165.2,165.2,165.2,153.2,191,187
248,Trey Quinn,WAS,10,27,WR,WR82,1958,1958,1958,354,1958,188
248,Carolina Panthers,CAR,7,null,DST,DST32,163.5,163.5,163.5,150.5,181,188
250,A.J. Brown,TEN,11,25,WR,WR83,30.5,30.5,30.5,23.5,30.5,189
251,Jalen Richard,LV,6,29,RB,RB69,null,null,null,null,null,190
252,David Moore,SEA,11,27,WR,WR84,null,null,null,null,null,191
253,Terry McLaurin,WAS,10,27,WR,WR85,38,38,38,36.5,50.5,192
254,Willie Snead IV,BAL,8,30,WR,WR86,701,701,701,624,771,193
255,Danny Amendola,DET,5,37,WR,WR87,null,null,null,null,null,194
256,Jamaal Williams,GB,11,27,RB,RB70,120.5,120.5,120.5,119.1,134,195
257,Nelson Agholor,PHI,10,29,WR,WR88,199,199,199,199,243,196
258,Phillip Dorsett,NE,10,29,WR,WR89,212,212,212,212,303,197
259,Jaron Brown,SEA,11,32,WR,WR90,null,null,null,null,null,198
260,Taylor Gabriel,CHI,6,31,WR,WR91,null,null,null,null,null,199
261,Miles Boykin,BAL,8,26,WR,WR92,369,369,369,264,440,200
262,John Ross,CIN,9,27,WR,WR93,null,null,null,null,null,201
263,Rex Burkhead,NE,10,32,RB,RB71,193,193,193,159.5,237,202
264,Justin Watson,TB,7,27,WR,WR94,268,268,268,268,766,203
265,DJ Chark,JAX,10,26,WR,WR95,164,164,164,91.8,167,204
266,Josh Doctson,MIN,12,30,WR,WR96,null,null,null,null,null,205
267,Travis Benjamin,LAC,12,32,WR,WR97,null,null,null,null,null,206
268,Jarius Wright,CAR,7,33,WR,WR98,null,null,null,null,null,207
269,Zay Jones,BUF,6,27,WR,WR99,179,179,179,179,216,208
270,Devontae Booker,DEN,10,30,RB,RB72,null,null,null,null,null,209
271,Andy Dalton,CIN,9,35,QB,QB27,477,477,477,412,523,210
272,Marcus Mariota,TEN,11,29,QB,QB28,245,245,245,165.3,262,213
273,Chris Moore,BAL,8,29,WR,WR100,237,237,237,231,968,214
274,Ryquell Armstead,JAX,10,26,RB,RB73,777,777,777,321,1186,215
275,Breshad Perriman,TB,7,29,WR,WR101,313,313,313,227,319,216
276,Nick Foles,JAX,10,33,QB,QB29,565,565,565,544,686,217
277,Bilal Powell,NYJ,4,34,RB,RB74,null,null,null,null,null,218
278,Chase Edmonds,ARI,12,26,RB,RB75,70.1,70.1,70.1,69.6,98.7,219
279,Hakeem Butler,ARI,12,26,WR,WR102,null,null,null,null,null,220
280,Dwayne Haskins,WAS,10,25,QB,QB30,647,647,647,554,1249,221
281,Chad Beebe,MIN,12,28,WR,WR103,1862,1862,1862,263,1862,222
282,Gus Edwards,BAL,8,27,RB,RB76,229,229,229,136.9,241,223
283,Alfred Blue,JAX,10,31,RB,RB77,null,null,null,null,null,224
284,Joe Flacco,DEN,10,37,QB,QB31,456,456,456,456,597,225
285,Maurice Harris,NE,10,30,WR,WR104,null,null,null,null,null,226
286,Wayne Gallman,NYG,11,28,RB,RB78,null,null,null,null,null,227
287,Keelan Cole,JAX,10,29,WR,WR105,838,838,838,185,986,228
288,Jakeem Grant Sr.,MIA,5,30,WR,WR106,null,null,null,null,null,229
289,Ryan Grant,LV,6,31,WR,WR107,null,null,null,null,null,230
290,Kendrick Bourne,SF,4,27,WR,WR108,184,184,184,181,212,231
291,Bennie Fowler,NYG,11,31,WR,WR109,null,null,null,null,null,233
292,Jake Kumerow,GB,11,30,WR,WR110,473,473,473,233,814,234
293,Chester Rogers,IND,6,28,WR,WR111,1961,1961,1961,238,1961,235
294,Isaiah McKenzie,BUF,6,27,WR,WR112,152.6,152.6,152.6,152.6,233,237
295,Zach Zenner,DET,5,31,RB,RB79,null,null,null,null,null,238
296,Jalen Hurd,SF,4,26,WR,WR113,null,null,null,null,null,239
297,Benny Snell Jr.,PIT,7,24,RB,RB80,291,291,291,245,325,240
298,Hunter Renfrow,LV,6,26,WR,WR114,71.4,71.4,71.4,62.3,73.1,241
299,Antonio Callaway,CLE,7,25,WR,WR115,null,null,null,null,null,242
300,Tim Patrick,DEN,10,29,WR,WR116,null,null,null,null,null,243
301,Seth Roberts,BAL,8,31,WR,WR117,null,null,null,null,null,244
302,Eli Manning,NYG,11,41,QB,QB32,null,null,null,null,null,245
303,Andre Ellington,TB,7,33,RB,RB81,null,null,null,null,null,246
304,Elijah McGuire,CLE,7,28,RB,RB82,696,696,696,614,1013,247
305,Kyle Juszczyk,SF,4,31,FB,RB83,252,252,252,224,305,248
306,Emmanuel Butler,NO,9,26,WR,WR118,null,null,null,null,null,249
307,Cameron Artis-Payne,CAR,7,30,RB,RB84,null,null,null,null,null,250
308,Doug Martin,LV,6,33,RB,RB85,null,null,null,null,null,251
309,J.J. Arcega-Whiteside,PHI,10,25,WR,WR119,555,555,555,555,742,252
310,Chris Hogan,CAR,7,35,WR,WR120,null,null,null,null,null,253
311,Benjamin Cunningham,JAX,10,32,RB,RB86,null,null,null,null,null,254
312,Darren Sproles,PHI,10,39,RB,RB87,null,null,null,null,null,255
313,Tavon Austin,DAL,8,32,WR,WR121,860,860,860,298,863,256
314,Josh Reynolds,LAR,9,27,WR,WR122,244,244,244,198,263,258
315,Allen Hurns,MIA,5,31,WR,WR123,null,null,null,null,null,259
316,Rishard Matthews,NO,9,33,WR,WR124,null,null,null,null,null,260
317,Trent Taylor,SF,4,28,WR,WR125,398,398,398,394,432,261
318,Demarcus Robinson,KC,12,28,WR,WR126,253,253,253,217,269,262
319,J.D. McKissic,DET,5,29,RB,RB88,108.6,108.6,108.6,108.3,122.2,263
320,Kenneth Dixon,BAL,8,28,RB,RB89,null,null,null,null,null,265
321,Jermaine Kearse,DET,5,32,WR,WR127,null,null,null,null,null,266
322,Josh Rosen,MIA,5,25,QB,QB33,null,null,null,null,null,267
323,Jordan Taylor,MIN,12,30,WR,WR128,null,null,null,null,null,268
324,Ameer Abdullah,MIN,12,29,RB,RB90,214,214,214,104.9,294,269
325,Diontae Johnson,PIT,7,26,WR,WR129,43.5,43.5,43.5,33.7,44.5,270
326,Riley Ridley,CHI,6,26,WR,WR130,null,null,null,null,null,271
327,Taywan Taylor,CLE,7,27,WR,WR131,null,null,null,null,null,272
328,Corey Clement,PHI,10,28,RB,RB91,1949,1949,1949,397,1949,273
329,Cordarrelle Patterson,CHI,6,31,RB,RB92,91.8,91.8,91.8,88.8,96.5,275
330,Jason Witten,DAL,8,40,TE,TE26,null,null,null,null,null,276
331,Kelvin Harmon,WAS,10,26,WR,WR132,730,730,730,603,1247,277
332,T.J. Yeldon,BUF,6,29,RB,RB93,null,null,null,null,null,278
333,Cody Core,NYG,11,28,WR,WR133,1863,1863,1863,462,1863,279
334,Tyler Eifert,CIN,9,32,TE,TE27,null,null,null,null,null,280
335,Justin Hardy,ATL,9,30,WR,WR134,null,null,null,null,null,281
336,Marcell Ateman,LV,6,28,WR,WR135,null,null,null,null,null,282
337,Eli Rogers,PIT,7,29,WR,WR136,null,null,null,null,null,283
338,Bryce Love,WAS,10,25,RB,RB94,null,null,null,null,null,284
339,Jesus Wilson,TB,7,27,WR,WR137,null,null,null,null,null,285
340,Wendell Smallwood,WAS,10,28,RB,RB95,null,null,null,null,null,286
341,Brice Butler,MIA,5,32,WR,WR138,null,null,null,null,null,287
342,Dontrelle Inman,LAC,12,33,WR,WR139,null,null,null,null,null,288
343,DeAndre Carter,HOU,10,29,WR,WR140,366,366,366,329,390,289
344,Zach Pascal,IND,6,27,WR,WR141,278,278,278,241,293,291
345,David Williams,DEN,10,28,RB,RB96,null,null,null,null,null,292
346,Bruce Anderson III,TB,7,25,RB,RB97,null,null,null,null,null,293
347,Equanimeous St. Brown,GB,11,26,WR,WR142,261,261,261,241,345,295
348,Josh Bellamy,NYJ,4,33,WR,WR143,null,null,null,null,null,296
349,Torrey Smith,CAR,7,33,WR,WR144,null,null,null,null,null,297
350,J.J. Nelson,LV,6,30,WR,WR145,null,null,null,null,null,298
351,Jordan Wilkins,IND,6,28,RB,RB98,668,668,668,333,1120,299
352,Tajae Sharpe,TEN,11,27,WR,WR146,null,null,null,null,null,300
353,Cameron Brate,TB,7,31,TE,TE28,356,356,356,137.9,373,301
354,Keith Kirkwood,NO,9,27,WR,WR147,732,732,732,673,1148,302
355,Damion Ratley,CLE,null,null,WR,null,null,null,null,null,null,null
356,Case Keenum,WAS,null,null,QB,null,null,null,null,null,null,null
357,Darius Slayton,NYG,null,null,WR,null,null,null,null,null,null,null
358,Darrel Williams,KC,null,null,RB,null,null,null,null,null,null,null
359,Rod Smith,NYG,null,null,RB,null,null,null,null,null,null,null
360,Ryan Switzer,PIT,null,null,WR,null,null,null,null,null,null,null
361,Will Dissly,SEA,null,null,TE,null,null,null,null,null,null,null
362,Rodney Anderson,CIN,null,null,RB,null,null,null,null,null,null,null
363,Aldrick Robinson,CAR,null,null,WR,null,null,null,null,null,null,null
364,Jonnu Smith,TEN,null,null,TE,null,null,null,null,null,null,null
365,Cody Latimer,NYG,null,null,WR,null,null,null,null,null,null,null
366,Artavis Scott,LAC,null,null,WR,null,null,null,null,null,null,null
367,Josh Malone,CIN,null,null,WR,null,null,null,null,null,null,null
368,Chad Williams,ARI,null,null,WR,null,null,null,null,null,null,null
369,Andy Jones,DET,null,null,WR,null,null,null,null,null,null,null
370,Jordan Matthews,SF,null,null,TE,null,null,null,null,null,null,null
371,Laquon Treadwell,MIN,null,null,WR,null,null,null,null,null,null,null
372,Vyncint Smith,HOU,null,null,WR,null,null,null,null,null,null,null
373,Ryan Fitzpatrick,MIA,null,null,QB,null,null,null,null,null,null,null
374,Alex Erickson,CIN,null,null,WR,null,null,null,null,null,null,null
375,Vernon Davis,WAS,null,null,TE,null,null,null,null,null,null,null
376,Brandon Powell,ATL,null,null,WR,null,null,null,null,null,null,null
377,James Develin,NE,null,null,FB,null,null,null,null,null,null,null
378,Noah Brown,DAL,null,null,WR,null,null,null,null,null,null,null
379,C.J. Uzomah,CIN,null,null,TE,null,null,null,null,null,null,null
380,Qadree Ollison,ATL,null,null,RB,null,null,null,null,null,null,null
381,Kenneth Farrow,MIA,null,null,RB,null,null,null,null,null,null,null
382,Terrelle Pryor,JAX,null,null,WR,null,null,null,null,null,null,null
383,Benjamin Watson,NE,null,null,TE,null,null,null,null,null,null,null
384,Deontay Burnett,NYJ,null,null,WR,null,null,null,null,null,null,null
385,Lee Smith,BUF,null,null,TE,null,null,null,null,null,null,null
386,Jesse James,DET,null,null,TE,null,null,null,null,null,null,null
387,C.J. Prosise,SEA,null,null,RB,null,null,null,null,null,null,null
388,Matt LaCosse,NE,null,null,TE,null,null,null,null,null,null,null
389,Mike Gesicki,MIA,null,null,TE,null,null,null,null,null,null,null
390,Ian Thomas,CAR,null,null,TE,null,null,null,null,null,null,null
391,Da'Mari Scott,NYG,null,null,WR,null,null,null,null,null,null,null
392,Blake Jarwin,DAL,null,null,TE,null,null,null,null,null,null,null
393,Daniel Jones,NYG,null,null,QB,null,null,null,null,null,null,null
394,Gerald Everett,LAR,null,null,TE,null,null,null,null,null,null,null
395,Travis Homer,SEA,null,null,RB,null,null,null,null,null,null,null
396,Travis Fulgham,DET,null,null,WR,null,null,null,null,null,null,null
397,Ricky Seals-Jones,CLE,null,null,TE,null,null,null,null,null,null,null
398,David Fluellen,TEN,null,null,RB,null,null,null,null,null,null,null
399,Spencer Ware,IND,null,null,RB,null,null,null,null,null,null,null
400,Amara Darboh,SEA,null,null,WR,null,null,null,null,null,null,null
401,Derrick Willies,CLE,null,null,WR,null,null,null,null,null,null,null
402,Scotty Miller,TB,null,null,WR,null,null,null,null,null,null,null
403,Geoff Swaim,JAX,null,null,TE,null,null,null,null,null,null,null
404,Dexter Williams,GB,null,null,RB,null,null,null,null,null,null,null
405,Nick Vannett,SEA,null,null,TE,null,null,null,null,null,null,null
406,Anthony Sherman,KC,null,null,FB,null,null,null,null,null,null,null
407,Paul Perkins,NYG,null,null,RB,null,null,null,null,null,null,null
408,DeAndre Washington,LV,null,null,RB,null,null,null,null,null,null,null
409,Billy Brown,IND,null,null,TE,null,null,null,null,null,null,null
410,Mark Walton,MIA,null,null,RB,null,null,null,null,null,null,null
411,Tyler Higbee,LAR,null,null,TE,null,null,null,null,null,null,null
412,Roger Lewis,IND,null,null,WR,null,null,null,null,null,null,null
413,Hayden Hurst,BAL,null,null,TE,null,null,null,null,null,null,null
414,Darius Jackson,DAL,null,null,RB,null,null,null,null,null,null,null
415,Russell Gage,ATL,null,null,WR,null,null,null,null,null,null,null
416,Tyler Kroft,BUF,null,null,TE,null,null,null,null,null,null,null
417,Mike Boone,MIN,null,null,RB,null,null,null,null,null,null,null
418,Charles Clay,ARI,null,null,TE,null,null,null,null,null,null,null
419,Dawson Knox,BUF,null,null,TE,null,null,null,null,null,null,null
420,Corey Grant,GB,null,null,RB,null,null,null,null,null,null,null
421,Josh Ferguson,HOU,null,null,RB,null,null,null,null,null,null,null
422,Gary Jennings,SEA,null,null,WR,null,null,null,null,null,null,null
423,J'Mon Moore,GB,null,null,WR,null,null,null,null,null,null,null
424,TJ Jones,NYG,null,null,WR,null,null,null,null,null,null,null
425,KeeSean Johnson,ARI,null,null,WR,null,null,null,null,null,null,null
426,Trent Sherfield,ARI,null,null,WR,null,null,null,null,null,null,null
427,Deon Cain,IND,null,null,WR,null,null,null,null,null,null,null
428,Elijhaa Penny,NYG,null,null,RB,null,null,null,null,null,null,null
429,Irv Smith Jr.,MIN,null,null,TE,null,null,null,null,null,null,null
430,Adam Shaheen,CHI,null,null,TE,null,null,null,null,null,null,null
431,Josh Adams,PHI,null,null,RB,null,null,null,null,null,null,null
432,Myles Gaskin,MIA,null,null,RB,null,null,null,null,null,null,null
433,Josh Oliver,JAX,null,null,TE,null,null,null,null,null,null,null
434,Javon Wims,CHI,null,null,WR,null,null,null,null,null,null,null
435,Andy Janovich,DEN,null,null,FB,null,null,null,null,null,null,null
436,Russell Shepard,NYG,null,null,WR,null,null,null,null,null,null,null
437,Gehrig Dieter,KC,null,null,WR,null,null,null,null,null,null,null
438,Ed Dickson,SEA,null,null,TE,null,null,null,null,null,null,null
439,Zach Line,NO,null,null,FB,null,null,null,null,null,null,null
440,Detrez Newsome,LAC,null,null,RB,null,null,null,null,null,null,null
441,Chandler Cox,MIA,null,null,FB,null,null,null,null,null,null,null
442,Mack Hollins,PHI,null,null,WR,null,null,null,null,null,null,null
443,Cameron Meredith,NE,null,null,WR,null,null,null,null,null,null,null
444,Saeed Blacknall,MIA,null,null,WR,null,null,null,null,null,null,null
445,Garrett Celek,SF,null,null,TE,null,null,null,null,null,null,null
446,Jace Sternberger,GB,null,null,TE,null,null,null,null,null,null,null
447,Brandon Bolden,NE,null,null,RB,null,null,null,null,null,null,null
448,Patrick Ricard,BAL,null,null,FB,null,null,null,null,null,null,null
449,Mo Alie-Cox,IND,null,null,TE,null,null,null,null,null,null,null
450,Trey Edmunds,PIT,null,null,RB,null,null,null,null,null,null,null
451,C.J. Ham,MIN,null,null,FB,null,null,null,null,null,null,null
452,Xavier Grimble,PIT,null,null,TE,null,null,null,null,null,null,null
453,Josh Hill,NO,null,null,TE,null,null,null,null,null,null,null
454,Ray-Ray McCloud III,CAR,null,null,WR,null,null,null,null,null,null,null
455,Ryan Griffin,NYJ,null,null,TE,null,null,null,null,null,null,null
456,Dillon Mitchell,MIN,null,null,WR,null,null,null,null,null,null,null
457,T.J. Logan,TB,null,null,RB,null,null,null,null,null,null,null
458,Juwann Winfree,DEN,null,null,WR,null,null,null,null,null,null,null
459,Jordan Scarlett,CAR,null,null,RB,null,null,null,null,null,null,null
460,Demetrius Harris,CLE,null,null,TE,null,null,null,null,null,null,null
461,Raheem Mostert,SF,null,null,RB,null,null,null,null,null,null,null
462,Nick Boyle,BAL,null,null,TE,null,null,null,null,null,null,null
463,Brian Hill,ATL,null,null,RB,null,null,null,null,null,null,null
464,Alex Armah,CAR,null,null,FB,null,null,null,null,null,null,null
465,Trevor Davis,GB,null,null,WR,null,null,null,null,null,null,null
466,Taquan Mizzell,CHI,null,null,RB,null,null,null,null,null,null,null
467,Austin Carr,NO,null,null,WR,null,null,null,null,null,null,null
468,Braxton Berrios,NYJ,null,null,WR,null,null,null,null,null,null,null
469,Samaje Perine,CIN,null,null,RB,null,null,null,null,null,null,null
470,James O'Shaughnessy,JAX,null,null,TE,null,null,null,null,null,null,null
471,Maxx Williams,ARI,null,null,TE,null,null,null,null,null,null,null
472,Trayveon Williams,CIN,null,null,RB,null,null,null,null,null,null,null
473,Ty Johnson,DET,null,null,RB,null,null,null,null,null,null,null
474,Dontrell Hilliard,CLE,null,null,RB,null,null,null,null,null,null,null
475,Roosevelt Nix,PIT,null,null,FB,null,null,null,null,null,null,null
476,Cedrick Wilson Jr.,DAL,null,null,WR,null,null,null,null,null,null,null
477,Jordan Akins,HOU,null,null,TE,null,null,null,null,null,null,null
478,Jordan Thomas,HOU,null,null,TE,null,null,null,null,null,null,null
479,Richie James,SF,null,null,WR,null,null,null,null,null,null,null
480,Thomas Rawls,JAX,null,null,RB,null,null,null,null,null,null,null
481,Deonte Thompson,NYJ,null,null,WR,null,null,null,null,null,null,null
482,Drew Lock,DEN,null,null,QB,null,null,null,null,null,null,null
483,Jeff Wilson Jr.,SF,null,null,RB,null,null,null,null,null,null,null
484,KhaDarel Hodge,CLE,null,null,WR,null,null,null,null,null,null,null
485,Isaac Whitney,HOU,null,null,WR,null,null,null,null,null,null,null
486,John Kelly Jr.,LAR,null,null,RB,null,null,null,null,null,null,null
487,Devine Ozigbo,JAX,null,null,RB,null,null,null,null,null,null,null
488,AJ McCarron,HOU,null,null,QB,null,null,null,null,null,null,null
489,Kahale Warring,HOU,null,null,TE,null,null,null,null,null,null,null
