"Player","Pos","Team","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","TTL","AVG"
"George Kittle","TE","SF","9","4","7","8","7","6","8","8","4","10","bye","13","9","9","8","12","14","136","8.5"
"Keenan Allen","WR","LAC","11","8","7","10","9","6","5","bye","10","9","12","7","19","8","0","8","7","136","8.5"
"Emmanuel Sanders","WR","DEN","11","4","8","7","14","10","7","4","9","bye","6","12","6","-","-","-","-","98","8.2"
"Robert Woods","WR","LAR","9","9","11","5","7","10","7","7","9","5","11","bye","8","13","9","7","3","130","8.1"
"Kenny Golladay","WR","DET","12","9","7","4","9","bye","2","1","4","13","15","8","8","4","8","15","-","119","7.9"
"Christian McCaffrey","RB","CAR","9","15","2","bye","6","8","6","6","6","5","8","11","10","7","11","13","1","124","7.8"
"James White","RB","NE","9","8","3","10","14","7","10","13","7","8","bye","5","9","4","7","4","5","123","7.7"
"Tyler Boyd","WR","CIN","5","9","7","15","7","9","4","10","bye","4","11","8","8","6","5","-","-","108","7.7"
"Saquon Barkley","RB","NYG","6","16","5","8","4","12","10","10","bye","5","3","8","4","5","10","7","8","121","7.6"
"Golden Tate","WR","PHI","15","13","8","8","7","-","6","12","bye","4","8","8","7","3","5","3","6","113","7.5"
"Brandin Cooks","WR","LAR","8","9","8","8","0","6","5","8","8","12","12","bye","6","8","7","3","9","117","7.3"
"Allen Robinson II","WR","CHI","7","14","7","4","bye","6","5","-","-","8","7","4","9","8","7","8","-","94","7.2"
"Amari Cooper","WR","DAL","3","10","5","11","1","1","-","bye","8","10","5","9","8","13","7","5","11","107","7.1"
"Alshon Jeffery","WR","PHI","-","-","-","9","8","12","10","5","bye","8","5","3","5","9","8","5","5","92","7.1"
"Alvin Kamara","RB","NO","12","6","20","9","4","bye","2","8","5","5","1","1","11","6","9","6","-","105","7.0"
"Corey Davis","WR","TEN","13","7","4","15","6","4","7","bye","10","10","4","4","7","3","6","5","7","112","7.0"
"Larry Fitzgerald","WR","ARI","10","5","2","7","3","8","8","12","bye","10","4","2","6","9","8","9","9","112","7.0"
"Eric Ebron","TE","IND","5","4","11","10","15","7","7","3","bye","3","0","7","16","8","3","5","6","110","6.9"
"Marvin Jones Jr.","WR","DET","8","9","6","6","4","bye","4","10","8","7","-","-","-","-","-","-","-","62","6.9"
"Cooper Kupp","WR","LAR","9","6","5","11","9","1","-","-","6","8","-","bye","-","-","-","-","-","55","6.9"
"Randall Cobb","WR","GB","10","6","11","-","-","-","bye","5","6","-","-","-","5","6","7","-","5","61","6.8"
"Keke Coutee","WR","HOU","-","-","-","15","7","5","3","-","-","bye","9","2","-","-","-","-","-","41","6.8"
"Sterling Shepard","WR","NYG","7","5","7","10","7","7","8","8","bye","3","2","6","6","6","9","7","9","107","6.7"
"Robbie Anderson","WR","NYJ","1","5","4","6","5","5","10","-","7","-","bye","5","7","7","11","13","8","94","6.7"
"Adam Humphries","WR","TB","5","2","5","7","bye","4","9","10","8","3","5","6","9","8","6","12","6","105","6.6"
"Jordan Reed","TE","WAS","5","8","7","bye","2","9","4","12","6","6","11","8","5","1","-","-","-","84","6.5"
"Zay Jones","WR","BUF","6","3","1","7","4","8","5","8","6","11","bye","1","9","9","6","9","9","102","6.4"
"William Fuller V","WR","HOU","-","9","11","5","3","3","8","6","-","bye","-","-","-","-","-","-","-","45","6.4"
"Michael Crabtree","WR","BAL","6","10","10","8","12","9","9","5","7","bye","3","6","4","4","1","4","2","100","6.3"
"Dede Westbrook","WR","JAC","6","5","4","13","5","5","4","6","bye","10","4","4","5","10","5","8","7","101","6.3"
"Ezekiel Elliott","RB","DAL","4","6","8","4","7","1","6","bye","5","7","8","6","6","13","8","6","-","95","6.3"
"Jared Cook","TE","OAK","12","4","6","13","6","2","-","5","2","9","6","5","8","10","5","3","5","101","6.3"
"DeSean Jackson","WR","TB","5","4","5","8","bye","9","4","8","4","8","7","8","-","-","-","4","-","74","6.2"
"Nelson Agholor","WR","PHI","10","12","5","12","4","5","7","6","bye","7","2","1","8","3","2","7","6","97","6.1"
"John Brown","WR","BAL","4","10","9","7","14","3","7","7","6","bye","1","7","4","6","3","6","3","97","6.1"
"Ted Ginn Jr.","WR","NO","6","7","6","3","-","bye","-","-","-","-","-","-","-","-","-","8","-","30","6.0"
"Geronimo Allison","WR","GB","8","6","4","11","-","-","bye","1","-","-","-","-","-","-","-","-","-","30","6.0"
"Mohamed Sanu Sr.","WR","ATL","6","2","7","9","7","2","2","bye","5","8","6","4","4","8","6","8","10","94","5.9"
"Willie Snead IV","WR","BAL","6","8","5","7","7","10","7","11","8","bye","8","0","3","7","6","0","2","95","5.9"
"Josh Gordon","WR","NE","3","-","-","2","4","9","7","6","9","12","bye","5","3","9","2","-","-","71","5.9"
"Chris Godwin","WR","TB","4","6","10","2","bye","9","6","7","3","7","3","4","6","10","3","6","9","95","5.9"
"Calvin Ridley","WR","ATL","2","5","8","6","5","3","6","bye","9","5","4","13","5","4","7","5","5","92","5.8"
"Evan Engram","TE","NYG","5","7","1","-","-","-","4","9","bye","5","2","-","-","5","12","6","8","64","5.8"
"Taylor Gabriel","WR","CHI","5","7","10","7","bye","5","4","6","5","3","9","8","7","7","3","3","4","93","5.8"
"Todd Gurley II","RB","LAR","5","3","6","6","5","5","5","7","7","4","3","bye","5","7","13","-","-","81","5.8"
"Christian Kirk","WR","ARI","2","5","8","5","4","7","6","7","bye","6","4","6","8","-","-","-","-","68","5.7"
"Tarik Cohen","RB","CHI","4","1","3","8","bye","9","13","3","2","7","5","8","14","4","6","1","3","91","5.7"
"T.J. Yeldon","RB","JAC","7","5","7","3","11","5","7","9","bye","6","3","4","8","1","2","-","-","78","5.6"
"Donte Moncrief","WR","JAC","5","9","3","5","14","3","10","7","bye","4","2","4","4","10","2","4","3","89","5.6"
"Devin Funchess","WR","CAR","5","9","7","bye","7","8","11","3","5","5","8","-","3","3","1","4","-","79","5.6"
"Jimmy Graham","TE","GB","4","8","7","6","10","9","bye","4","6","1","1","4","11","5","4","4","5","89","5.6"
"Austin Hooper","TE","ATL","4","5","4","2","12","10","4","bye","3","11","8","5","5","6","1","2","6","88","5.5"
"David Njoku","TE","CLE","7","7","2","7","10","12","6","0","5","1","bye","5","6","4","5","4","7","88","5.5"
"James Conner","RB","PIT","6","5","6","7","4","7","bye","6","9","1","9","4","4","-","-","-","3","71","5.5"
"Rob Gronkowski","TE","NE","8","4","5","7","7","4","-","8","-","-","bye","7","4","8","5","3","2","72","5.5"
"Jack Doyle","TE","IND","10","5","-","-","-","-","-","7","bye","3","4","4","-","-","-","-","-","33","5.5"
"Melvin Gordon III","RB","LAC","13","7","4","10","4","4","-","bye","4","6","6","2","-","-","-","3","3","66","5.5"
"Sammy Watkins","WR","KC","5","7","8","1","8","4","7","9","5","-","1","bye","-","-","-","-","-","55","5.5"
"Chris Thompson","RB","WAS","7","14","2","bye","8","-","-","3","-","-","-","-","5","5","2","1","8","55","5.5"
"Cole Beasley","WR","DAL","8","3","5","5","3","11","8","bye","4","5","7","3","3","4","7","5","6","87","5.4"
"Jamison Crowder","WR","WAS","4","4","4","bye","7","-","-","-","-","-","-","-","4","7","4","7","8","49","5.4"
"Jermaine Kearse","WR","NYJ","-","2","6","5","4","10","2","10","9","5","bye","12","0","2","5","4","-","76","5.4"
"Danny Amendola","WR","MIA","6","4","3","3","4","11","7","6","7","10","bye","1","-","1","8","3","5","79","5.3"
"Courtland Sutton","WR","DEN","5","6","3","6","6","4","3","4","5","bye","6","4","7","6","6","10","3","84","5.3"
"Theo Riddick","RB","DET","7","12","3","5","3","bye","-","-","8","7","6","7","4","4","3","5","0","74","5.3"
"Josh Doctson","WR","WAS","3","7","3","bye","-","5","6","5","6","4","7","10","5","5","2","6","4","78","5.2"
"Kyle Rudolph","TE","MIN","2","8","6","6","5","5","4","7","2","bye","5","7","3","5","3","9","5","82","5.1"
"Nyheim Hines","RB","IND","9","1","5","11","9","3","2","2","bye","4","3","2","9","5","6","5","5","81","5.1"
"DJ Moore","WR","CAR","0","2","2","bye","4","5","5","6","2","5","8","9","8","8","3","7","8","82","5.1"
"Jalen Richard","RB","OAK","11","0","7","5","6","8","-","8","4","6","4","4","4","1","6","5","2","81","5.1"
"Albert Wilson","WR","MIA","4","5","2","6","6","9","3","-","-","-","bye","-","-","-","-","-","-","35","5.0"
"Paul Richardson Jr.","WR","WAS","6","6","2","bye","5","5","-","5","6","-","-","-","-","-","-","-","-","35","5.0"
"Curtis Samuel","WR","CAR","-","-","-","bye","4","0","1","3","4","4","7","2","11","8","4","13","4","65","5.0"
"Antonio Callaway","WR","CLE","1","4","11","9","5","7","2","6","5","2","bye","5","6","1","7","1","7","79","4.9"
"O.J. Howard","TE","TB","2","4","8","3","bye","4","9","4","6","2","6","-","-","-","-","-","-","48","4.8"
"Tyler Eifert","TE","CIN","3","4","8","4","-","-","-","-","bye","-","-","-","-","-","-","-","-","19","4.8"
"David Johnson","RB","ARI","9","2","4","4","3","5","3","4","bye","9","3","3","2","10","6","5","4","76","4.8"
"Trey Burton","TE","CHI","5","4","5","4","bye","4","11","4","3","4","1","7","1","5","7","5","6","76","4.8"
"Vance McDonald","TE","PIT","-","5","4","5","2","8","bye","3","6","4","6","5","7","4","3","4","6","72","4.8"
"Kenyan Drake","RB","MIA","4","4","4","2","11","6","8","2","6","2","bye","6","4","1","3","5","5","73","4.6"
"Ricky Seals-Jones","TE","ARI","6","6","3","4","5","6","4","4","bye","9","3","2","3","5","8","1","-","69","4.6"
"Chad Williams","WR","ARI","3","3","4","3","6","2","8","2","bye","-","-","-","-","-","-","4","11","46","4.6"
"Marquez Valdes-Scantling","WR","GB","0","1","1","3","11","6","bye","5","6","7","3","2","7","2","2","9","8","73","4.6"
"Dalvin Cook","RB","MIN","7","5","-","0","-","-","-","-","4","bye","3","3","10","7","2","3","5","49","4.5"
"Chester Rogers","WR","IND","3","3","4","11","11","10","4","1","bye","1","2","4","0","6","1","7","4","72","4.5"
"John Ross","WR","CIN","2","4","7","2","-","-","1","-","bye","6","7","7","3","4","5","5","5","58","4.5"
"Keelan Cole Sr.","WR","JAC","4","8","9","3","10","5","7","3","bye","0","0","2","2","7","0","2","8","70","4.4"
"Tyler Lockett","WR","SEA","4","7","6","6","4","4","bye","2","4","6","5","5","2","6","2","5","2","70","4.4"
"Marcell Ateman","WR","OAK","-","-","-","-","-","-","-","-","-","-","5","10","4","4","5","0","3","31","4.4"
"Kenny Stills","WR","MIA","5","3","5","6","5","2","3","-","1","3","bye","4","6","9","3","2","7","64","4.3"
"Taywan Taylor","WR","TEN","1","4","5","9","5","2","2","bye","2","-","-","-","5","7","5","3","6","56","4.3"
"Jake Butt","TE","DEN","4","5","4","-","-","-","-","-","-","bye","-","-","-","-","-","-","-","13","4.3"
"Michael Gallup","WR","DAL","1","2","4","5","3","2","5","bye","6","3","5","6","7","9","0","4","6","68","4.3"
"Seth Roberts","WR","OAK","1","3","-","3","7","6","-","4","2","3","7","3","6","7","4","3","5","64","4.3"
"DeVante Parker","WR","MIA","-","-","3","-","-","1","-","9","2","11","bye","3","7","4","1","3","3","47","4.3"
"Dontrelle Inman","WR","IND","-","-","-","-","-","-","0","7","bye","4","6","4","6","-","1","5","6","39","4.3"
"Kendrick Bourne","WR","SF","1","1","2","4","7","3","1","10","2","6","bye","3","7","4","4","6","6","67","4.2"
"Dion Lewis","RB","TEN","8","1","3","9","4","2","6","bye","4","2","2","7","3","5","3","4","4","67","4.2"
"Greg Olsen","TE","CAR","2","-","-","bye","-","7","5","4","6","6","3","4","1","-","-","-","-","38","4.2"
"Rashard Higgins","WR","CLE","3","7","3","5","4","-","-","-","4","1","bye","3","4","3","3","7","6","53","4.1"
"Tyrell Williams","WR","LAC","5","3","3","5","3","4","4","bye","3","6","6","0","2","4","12","2","3","65","4.1"
"Mike Williams","WR","LAC","6","2","7","3","4","4","3","bye","3","0","3","4","3","6","9","3","6","66","4.1"
"Marquise Goodwin","WR","SF","1","-","4","4","-","5","5","4","4","5","bye","-","-","2","1","9","-","44","4.0"
"Giovani Bernard","RB","CIN","1","7","9","4","-","-","-","-","bye","3","4","1","8","2","2","2","5","48","4.0"
"C.J. Uzomah","TE","CIN","1","4","2","1","2","7","2","4","bye","4","5","12","6","3","5","5","1","64","4.0"
"Duke Johnson Jr.","RB","CLE","6","2","2","6","1","5","4","3","9","4","bye","2","3","0","5","6","4","62","3.9"
"Joe Mixon","RB","CIN","7","1","-","-","4","7","5","4","bye","2","3","7","2","6","4","2","1","55","3.9"
"Kerryon Johnson","RB","DET","3","6","3","1","2","bye","3","8","5","6","2","-","-","-","-","-","-","39","3.9"
"Elijah McGuire","RB","NYJ","-","-","-","-","-","-","-","-","5","6","bye","3","2","4","4","5","2","31","3.9"
"Darren Sproles","RB","PHI","7","-","-","-","-","-","-","-","bye","-","-","-","0","3","4","6","3","23","3.8"
"Dante Pettis","WR","SF","5","2","0","0","-","-","-","1","0","6","bye","7","7","7","5","5","-","45","3.8"
"Austin Ekeler","RB","LAC","5","3","3","3","3","0","7","bye","2","0","2","11","8","5","-","-","1","53","3.8"
"Isaiah McKenzie","WR","BUF","-","-","-","-","-","-","-","0","-","1","bye","3","4","7","7","8","0","30","3.8"
"Ryan Grant","WR","IND","9","2","5","7","9","5","-","-","bye","1","3","1","2","1","2","3","2","52","3.7"
"Geoff Swaim","TE","DAL","4","0","7","5","3","2","3","bye","-","3","5","-","-","-","-","-","-","32","3.6"
"Anthony Miller","WR","CHI","3","3","5","-","bye","4","7","7","6","6","3","4","2","1","0","3","0","54","3.6"
"Devonta Freeman","RB","ATL","5","-","-","-","2","-","-","bye","-","-","-","-","-","-","-","-","-","7","3.5"
"Laquon Treadwell","WR","MIN","4","6","4","7","4","4","3","5","2","bye","3","3","2","3","1","-","2","53","3.5"
"Will Dissly","TE","SEA","5","5","3","1","-","-","bye","-","-","-","-","-","-","-","-","-","-","14","3.5"
"Chris Herndon IV","TE","NYJ","0","4","2","1","0","2","7","2","4","4","bye","8","6","2","4","7","3","56","3.5"
"Robert Foster","WR","BUF","2","3","2","2","0","0","-","-","-","4","bye","3","3","8","5","7","5","44","3.4"
"Chris Hogan","WR","NE","5","5","4","1","4","4","7","2","2","2","bye","2","2","1","3","0","11","55","3.4"
"Jakeem Grant Sr.","WR","MIA","7","4","3","2","1","4","2","8","2","1","bye","-","-","-","-","-","-","34","3.4"
"LeSean McCoy","RB","BUF","3","4","-","6","3","5","0","8","4","1","bye","1","4","1","-","3","3","46","3.3"
"Leonard Fournette","RB","JAC","3","-","-","1","-","-","-","-","bye","5","2","3","-","3","4","5","-","26","3.3"
"Chris Conley","WR","KC","1","2","3","6","5","1","1","0","2","2","8","bye","7","3","3","5","3","52","3.3"
"David Moore","WR","SEA","1","0","0","2","4","3","bye","4","7","3","8","5","1","5","3","3","4","53","3.3"
"Trey Quinn","WR","WAS","0","-","-","bye","-","-","-","-","-","-","4","6","-","-","-","-","-","10","3.3"
"Marshawn Lynch","RB","OAK","2","2","4","5","2","5","-","-","-","-","-","-","-","-","-","-","-","20","3.3"
"DaeSean Hamilton","WR","DEN","0","0","0","0","3","1","0","-","-","bye","2","2","0","9","12","9","8","46","3.3"
"Josh Reynolds","WR","LAR","0","0","0","1","3","2","1","5","0","0","8","bye","5","7","12","2","7","53","3.3"
"Kareem Hunt","RB","KC","1","1","1","4","2","6","6","6","2","2","4","bye","-","-","-","-","-","35","3.2"
"Devontae Booker","RB","DEN","2","0","7","2","6","3","1","4","4","bye","1","2","2","2","3","5","7","51","3.2"
"Mark Andrews","TE","BAL","4","4","3","2","3","4","1","5","6","bye","1","1","3","2","4","2","5","50","3.1"
"Cameron Brate","TE","TB","2","0","4","4","bye","1","4","2","3","3","3","4","6","4","2","3","4","49","3.1"
"Ryan Griffin","TE","HOU","5","1","4","1","9","5","-","-","2","bye","0","4","1","5","1","4","1","43","3.1"
"Phillip Lindsay","RB","DEN","3","1","2","2","4","7","1","3","3","bye","5","0","1","7","6","2","-","47","3.1"
"Ian Thomas","TE","CAR","2","3","5","bye","6","0","0","1","0","0","0","0","5","11","4","5","7","49","3.1"
"Ty Montgomery","RB","BAL","3","2","7","3","3","3","-","2","-","bye","0","3","7","3","-","1","3","40","3.1"
"Gerald Everett","TE","LAR","0","1","2","1","3","4","2","2","5","2","4","bye","3","7","7","6","1","50","3.1"
"Equanimeous St. Brown","WR","GB","0","-","-","-","5","1","bye","2","4","3","4","5","1","3","3","5","-","36","3.0"
"Deontay Burnett","WR","NYJ","-","-","-","-","-","-","2","4","2","-","bye","-","-","-","-","2","5","15","3.0"
"DJ Chark Jr.","WR","JAC","0","4","1","1","4","1","7","5","bye","2","5","-","-","-","-","-","2","32","2.9"
"Tre'Quan Smith","WR","NO","1","1","0","2","3","bye","6","4","3","0","13","-","1","1","4","1","4","44","2.9"
"Benjamin Watson","TE","NO","4","5","6","3","4","bye","6","0","4","2","0","2","0","3","2","2","3","46","2.9"
"Trent Taylor","WR","SF","6","2","4","3","8","-","3","2","-","1","bye","0","2","2","2","1","4","40","2.9"
"Zach Pascal","WR","IND","1","0","2","10","7","7","0","1","bye","0","1","0","1","6","3","7","0","46","2.9"
"Tajae Sharpe","WR","TEN","3","2","1","3","4","2","9","bye","1","3","7","0","6","4","1","0","1","47","2.9"
"Nick Vannett","TE","SEA","2","5","5","2","4","-","bye","3","8","2","2","2","1","1","1","2","3","43","2.9"
"Aaron Jones","RB","GB","-","-","1","1","3","1","bye","2","4","5","6","5","4","3","0","-","-","35","2.9"
"Dallas Goedert","TE","PHI","3","0","7","2","2","1","5","1","bye","0","3","4","3","5","2","3","3","44","2.8"
"Tevin Coleman","RB","ATL","2","4","3","3","2","2","2","bye","7","5","3","4","3","1","1","1","1","44","2.8"
"Ryan Switzer","WR","PIT","1","2","3","7","1","1","bye","1","4","2","3","8","2","1","2","3","3","44","2.8"
"Mike Davis","RB","SEA","-","1","1","4","2","3","bye","1","8","6","2","1","0","1","8","1","3","42","2.8"
"Brandon Powell","WR","DET","-","-","-","-","-","bye","-","0","0","3","-","-","-","-","3","2","9","17","2.8"
"James O'Shaughnessy","TE","JAC","2","1","1","3","6","4","-","-","bye","6","2","2","2","4","1","0","4","38","2.7"
"James Washington","WR","PIT","0","5","2","4","2","1","bye","-","5","0","3","3","-","4","4","2","3","38","2.7"
"Bennie Fowler III","WR","NYG","-","-","-","-","-","-","1","7","bye","1","1","3","2","1","4","3","4","27","2.7"
"Phillip Dorsett II","WR","NE","7","7","5","7","3","0","1","0","3","2","bye","2","0","0","0","0","5","42","2.6"
"Kyle Juszczyk","RB","SF","2","4","4","3","7","3","3","1","2","2","bye","1","3","3","1","0","2","41","2.6"
"Tim Patrick","WR","DEN","2","2","0","0","1","0","0","1","4","bye","1","0","0","10","8","5","7","41","2.6"
"Vernon Davis","TE","WAS","1","1","2","bye","3","3","0","3","7","1","2","4","2","4","3","-","-","36","2.6"
"Jamaal Williams","RB","GB","2","4","3","0","4","3","bye","1","2","0","0","0","4","1","5","9","3","41","2.6"
"Keith Kirkwood","WR","NO","-","-","-","-","-","bye","-","-","-","2","5","3","3","2","2","4","0","21","2.6"
"Rex Burkhead","RB","NE","3","0","3","-","-","-","-","-","-","-","bye","-","2","2","3","5","2","20","2.5"
"Lamar Miller","RB","HOU","2","2","6","0","-","3","3","2","2","bye","5","1","1","6","0","-","2","35","2.5"
"Matt LaCosse","TE","DEN","1","0","0","1","2","4","1","5","1","bye","2","4","1","1","6","-","8","37","2.5"
"Breshad Perriman","WR","CLE","-","-","-","-","-","-","1","1","6","2","bye","1","2","2","2","4","4","25","2.5"
"Jeff Wilson Jr.","RB","SF","-","-","-","-","-","-","-","-","-","-","bye","1","9","2","1","2","0","15","2.5"
"Jesse James","TE","PIT","5","5","1","1","2","7","bye","3","3","1","0","4","3","2","1","0","1","39","2.4"
"Corey Clement","RB","PHI","0","6","4","-","-","3","2","1","bye","2","2","2","3","0","-","-","-","25","2.3"
"Nick Boyle","TE","BAL","6","4","1","5","2","4","2","3","0","bye","4","2","2","0","0","2","0","37","2.3"
"Jason Croom","TE","BUF","3","4","1","1","2","0","2","3","5","0","bye","3","0","-","1","6","4","35","2.3"
"Jonnu Smith","TE","TEN","3","0","2","2","1","1","3","bye","2","3","8","2","3","0","-","-","-","30","2.3"
"Blake Jarwin","TE","DAL","1","0","1","0","2","1","1","bye","2","0","0","2","1","7","7","3","8","36","2.3"
"Ito Smith","RB","ATL","0","1","4","3","1","2","2","bye","2","5","2","2","1","4","3","-","-","32","2.3"
"Mark Ingram II","RB","NO","-","-","-","-","3","bye","2","3","2","3","0","2","3","3","2","2","2","27","2.3"
"Wendell Smallwood","RB","PHI","0","1","5","5","4","2","2","3","bye","3","0","0","0","0","2","4","4","35","2.2"
"Matt Breida","RB","SF","2","4","3","3","1","0","0","0","1","4","bye","4","3","-","5","1","-","31","2.2"
"Allen Hurns","WR","DAL","3","2","4","5","2","5","6","bye","1","2","0","1","0","1","2","0","1","35","2.2"
"Trent Sherfield","WR","ARI","0","-","0","0","0","-","0","-","bye","0","2","1","3","7","5","6","4","28","2.2"
"Marlon Mack","RB","IND","-","2","-","-","-","2","3","4","bye","2","2","2","1","1","1","3","3","26","2.2"
"Jake Kumerow","WR","GB","-","-","-","-","-","-","bye","-","-","-","-","-","2","0","2","3","4","11","2.2"
"Alex Collins","RB","BAL","1","4","4","1","4","0","4","2","1","bye","0","-","-","-","-","-","-","21","2.1"
"Demarcus Robinson","WR","KC","0","1","1","3","1","0","2","1","2","4","2","bye","1","7","3","3","2","33","2.1"
"Tyler Higbee","TE","LAR","0","2","2","1","4","0","1","1","4","3","7","bye","4","1","2","1","1","34","2.1"
"Jaylen Samuels","RB","PIT","-","-","0","0","0","0","bye","0","0","4","0","2","3","7","2","3","8","29","2.1"
"Mike Gesicki","TE","MIA","2","0","3","2","5","2","3","5","1","1","bye","1","0","1","3","1","2","32","2.0"
"Travis Benjamin","WR","LAC","5","-","-","1","-","-","1","bye","1","0","3","3","2","1","3","3","1","24","2.0"
"Cody Core","WR","CIN","-","-","0","0","0","3","3","0","bye","2","2","2","4","4","4","3","1","28","2.0"
"Jordan Matthews","WR","PHI","-","-","2","3","1","3","0","5","bye","3","4","1","2","1","0","3","0","28","2.0"
"D'Onta Foreman","RB","HOU","-","-","-","-","-","-","-","-","-","bye","-","-","-","-","-","2","-","2","2.0"
"Cordarrelle Patterson","RB","NE","1","5","1","5","2","1","0","0","1","0","bye","2","2","3","3","2","-","28","1.9"
"Tavon Austin","WR","DAL","0","2","3","1","3","1","-","bye","-","-","-","-","-","-","-","-","3","13","1.9"
"Hayden Hurst","TE","BAL","-","-","-","-","2","1","2","3","2","bye","0","4","0","0","3","2","4","23","1.9"
"Dan Arnold","TE","NO","-","-","-","-","0","bye","3","0","1","3","2","6","2","-","2","-","0","19","1.9"
"DeAndre Carter","WR","HOU","1","0","-","0","0","1","0","0","-","bye","0","1","6","1","3","7","5","25","1.8"
"Nick Chubb","RB","CLE","0","0","0","0","1","0","2","3","1","3","bye","3","3","6","1","3","3","29","1.8"
"Peyton Barber","RB","TB","0","2","2","2","bye","4","2","0","3","1","2","2","1","2","2","3","1","29","1.8"
"Alex Erickson","WR","CIN","0","0","0","2","3","3","2","4","bye","0","1","0","1","0","5","2","6","29","1.8"
"Jordan Thomas","TE","HOU","2","3","2","0","1","0","1","4","1","bye","1","2","3","4","1","1","1","27","1.7"
"Virgil Green","TE","LAC","2","3","1","2","1","0","1","bye","3","3","4","1","0","0","3","2","1","27","1.7"
"Chris Carson","RB","SEA","5","1","2","-","1","0","bye","2","0","-","0","2","4","0","6","0","1","24","1.7"
"Jordan Howard","RB","CHI","5","4","2","1","bye","1","1","1","0","1","1","2","1","1","1","3","2","27","1.7"
"Anthony Firkser","TE","TEN","-","0","-","-","-","2","0","bye","0","1","3","4","3","3","0","3","1","20","1.7"
"Demetrius Harris","TE","KC","-","0","3","3","2","0","2","0","1","0","2","bye","6","3","2","1","0","25","1.7"
"Auden Tate","WR","CIN","-","-","-","-","-","-","-","-","bye","1","1","7","-","0","0","0","3","12","1.7"
"Chris Moore","WR","BAL","1","3","0","1","2","3","2","2","1","bye","1","1","1","2","1","1","3","25","1.6"
"Jordan Akins","TE","HOU","2","2","1","3","2","1","0","0","3","bye","2","1","1","2","0","3","2","25","1.6"
"Latavius Murray","RB","MIN","0","0","7","2","2","2","2","6","1","bye","0","0","2","0","0","2","0","26","1.6"
"Adrian Peterson","RB","WAS","3","3","0","bye","3","1","2","1","3","2","0","2","0","1","3","2","0","26","1.6"
"Lance Kendricks","TE","GB","1","1","1","2","2","4","bye","0","1","2","2","2","0","0","4","2","1","25","1.6"
"Trenton Cannon","RB","NYJ","1","0","0","0","0","0","5","4","1","4","bye","1","1","1","4","2","1","25","1.6"
"Russell Shepard","WR","NYG","0","1","0","3","4","-","-","0","bye","0","0","1","2","4","4","-","-","19","1.6"
"Marcus Johnson","WR","IND","-","0","0","3","2","3","-","-","bye","-","-","-","-","-","-","-","-","8","1.6"
"Mo Alie-Cox","TE","IND","-","-","-","2","-","2","1","1","bye","4","1","-","-","-","1","1","1","14","1.6"
"Jay Ajayi","RB","PHI","0","1","-","4","1","-","-","-","bye","-","-","-","-","-","-","-","-","6","1.5"
"Wayne Gallman Jr.","RB","NYG","2","1","1","3","0","5","0","0","bye","1","2","2","2","2","-","0","1","22","1.5"
"Josh Hill","TE","NO","1","1","1","3","2","bye","0","0","4","0","4","0","0","1","3","3","1","24","1.5"
"Damien Williams","RB","KC","0","1","2","0","0","0","0","0","0","0","0","bye","2","5","6","7","1","24","1.5"
