"Player","Pos","Team","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","TTL","AVG"
"Jordan Franks","TE","CIN","0","-","-","-","-","-","-","-","bye","-","-","-","-","-","-","-","-","0","0.0"
"Richard Rodgers","TE","PHI","0","-","-","-","-","-","-","-","-","bye","-","-","-","-","-","-","0","0","0.0"
"Jake Butt","TE","DEN","0","-","-","-","-","-","-","-","-","bye","-","-","-","-","-","-","-","0","0.0"
"Derrick Willies","WR","CLE","0","-","-","-","-","-","bye","-","-","-","-","-","-","-","-","-","-","0","0.0"
"Kyle Nelson","TE","SF","0","-","-","bye","-","-","-","0","0","0","0","0","0","0","0","0","0","0","0.0"
"Josh Malone","WR","NYJ","0","-","-","bye","-","-","-","-","-","-","-","-","-","-","-","0","0","0","0.0"
"John Kelly Jr.","RB","LAR","0","-","-","-","-","0","0","0","bye","-","-","-","-","-","-","-","0","0","0.0"
"Gehrig Dieter","WR","KC","0","-","-","-","-","-","-","-","-","-","0","bye","0","-","-","-","-","0","0.0"
"Garrett Dickerson","TE","NYG","0","-","-","0","0","0","-","-","-","-","bye","-","-","-","-","-","0","0","0.0"
"Darvin Kidsy","WR","WAS","0","-","-","-","-","-","-","-","-","bye","-","-","-","0","-","0","0","0","0.0"
"Victor Bolden Jr.","WR","BUF","0","-","-","-","-","bye","-","-","-","-","-","-","-","-","-","-","-","0","0.0"
"Daurice Fountain","WR","IND","0","-","-","-","-","bye","-","-","-","-","-","-","-","-","-","-","-","0","0.0"
"Cullen Gillaspia","RB","HOU","0","0","0","0","0","0","0","0","0","bye","0","0","0","0","0","0","0","0","0.0"
"D.J. Foster","RB","ARI","0","0","0","0","0","0","-","-","-","-","-","bye","-","-","-","-","-","0","0.0"
"Trenton Cannon","RB","NYJ","0","0","0","bye","0","-","-","-","-","-","-","-","-","-","-","-","-","0","0.0"
"Jordan Scarlett","RB","CAR","0","-","-","0","0","0","bye","0","0","0","0","0","-","-","-","-","-","0","0.0"
"Chandler Cox","RB","MIA","0","0","0","0","bye","-","0","0","0","0","0","0","0","0","-","-","0","0","0.0"
"Brandon Dillon","TE","MIN","0","-","-","-","-","-","-","-","-","-","-","bye","-","-","-","-","-","0","0.0"
"Jerell Adams","TE","HOU","0","-","-","-","-","-","-","-","-","bye","-","-","-","-","-","-","-","0","0.0"
"Alex Ellis","TE","PHI","0","-","0","0","-","-","-","-","-","bye","-","-","-","-","-","-","-","0","0.0"
"Damien Harris","RB","NE","-","-","0","-","-","-","0","-","-","bye","-","-","-","-","-","-","-","0","0.0"
"Juwann Winfree","WR","DEN","-","-","0","-","-","-","-","0","0","bye","-","-","-","-","-","-","-","0","0.0"
"Evan Baylis","TE","GB","-","-","0","0","-","0","0","0","-","-","bye","-","-","-","-","-","-","0","0.0"
"Tom Kennedy","WR","DET","-","-","-","0","bye","-","-","-","-","-","-","-","-","-","-","-","-","0","0.0"
"Stephen Anderson","TE","LAC","-","-","-","-","0","-","-","-","-","-","-","bye","-","-","-","-","-","0","0.0"
"Trayveon Williams","RB","CIN","-","-","-","-","-","0","0","0","bye","0","0","0","0","0","0","0","0","0","0.0"
"Austin Walter","RB","NYG","-","-","-","-","-","0","-","-","-","-","bye","-","-","-","-","-","-","0","0.0"
"Craig Reynolds","RB","WAS","-","-","-","-","-","-","0","0","0","bye","-","-","-","-","-","-","-","0","0.0"
"Dexter Williams","RB","GB","-","-","-","-","-","-","0","0","0","-","bye","-","-","-","-","-","0","0","0.0"
"Davion Davis","WR","MIN","-","-","-","-","-","-","-","0","-","0","-","bye","-","-","-","-","-","0","0.0"
"Alfred Morris","RB","ARI","-","-","-","-","-","-","-","-","0","-","-","bye","-","-","-","-","-","0","0.0"
"Tony Brooks-James","RB","PIT","-","-","-","-","-","-","bye","-","0","0","0","-","-","-","-","-","-","0","0.0"
"Greg Dortch","WR","CAR","-","-","-","-","-","-","bye","-","0","-","-","-","-","0","-","-","-","0","0.0"
"Josh Adams","RB","NYJ","-","-","-","bye","-","-","-","-","-","0","0","0","-","-","-","-","-","0","0.0"
"Ryan Nall","RB","CHI","-","-","-","-","-","bye","-","-","-","0","0","0","0","0","0","0","0","0","0.0"
"Nsimba Webster","WR","LAR","-","-","-","-","-","-","-","-","bye","-","0","-","-","0","0","0","0","0","0.0"
"Josh Doctson","WR","MIN","-","-","-","-","-","-","-","-","-","-","0","bye","-","-","-","-","-","0","0.0"
"Bryce Love","RB","WAS","-","-","-","-","-","-","-","-","-","bye","-","0","-","-","-","-","-","0","0.0"
"Brandin Bryant","RB","CLE","-","-","-","-","-","-","bye","-","-","-","-","0","0","0","0","-","-","0","0.0"
"Kendall Blanton","TE","LAR","-","-","-","-","-","-","-","-","bye","-","-","-","-","0","-","-","-","0","0.0"
"Deante Burton","WR","DAL","-","-","-","-","-","-","-","bye","-","-","-","-","-","0","-","0","0","0","0.0"
"Josh Ferguson","RB","WAS","-","-","-","-","-","-","-","-","-","bye","-","-","-","-","0","-","0","0","0.0"
"Jaydon Mickens","WR","TB","-","-","-","-","-","-","bye","-","-","-","-","-","-","-","-","-","0","0","0.0"
"Jeremy McNichols","RB","JAC","-","-","-","-","-","-","-","-","-","bye","-","-","-","-","-","-","0","0","0.0"
"Trenton Irwin","WR","CIN","-","-","-","-","-","-","-","-","bye","-","-","-","-","-","-","-","0","0","0.0"
""
""
